event_id,_time,host,user,task_name,task_command,schedule,action,source_process,source_process_id,classification,note
TASK-00874,2026-08-08T01:46:25Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,5218,benign,approved scheduled task
TASK-01490,2026-08-08T01:47:24Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,run,taskeng.exe,1402,benign,approved scheduled task
TASK-01056,2026-08-08T01:59:22Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,3134,benign,approved scheduled task
TASK-00583,2026-08-08T02:06:12Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,3006,benign,approved scheduled task
TASK-01127,2026-08-08T02:32:02Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,9116,benign,approved scheduled task
TASK-00187,2026-08-08T02:39:19Z,APP-API-02,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,8343,benign,approved scheduled task
TASK-01148,2026-08-08T02:48:23Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,3216,benign,approved scheduled task
TASK-00570,2026-08-08T02:53:28Z,APP-API-02,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,run,taskeng.exe,14935,benign,approved scheduled task
TASK-00648,2026-08-08T03:00:35Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,10947,benign,approved scheduled task
TASK-01203,2026-08-08T03:08:29Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,6234,benign,approved scheduled task
TASK-01248,2026-08-08T03:09:47Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,3094,benign,approved scheduled task
TASK-01428,2026-08-08T03:16:23Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,4998,benign,approved scheduled task
TASK-00330,2026-08-08T03:20:19Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,13374,benign,approved scheduled task
TASK-01185,2026-08-08T03:24:57Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,run,taskeng.exe,11953,benign,approved scheduled task
TASK-01294,2026-08-08T03:45:14Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,12020,benign,approved scheduled task
TASK-00783,2026-08-08T03:45:50Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,2544,benign,approved scheduled task
TASK-01461,2026-08-08T03:48:57Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,12538,benign,approved scheduled task
TASK-00656,2026-08-08T03:57:51Z,APP-API-02,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,registered,taskeng.exe,7551,benign,approved scheduled task
TASK-00084,2026-08-08T03:59:01Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,5000,benign,approved scheduled task
TASK-00721,2026-08-08T04:03:41Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,1388,benign,approved scheduled task
TASK-01262,2026-08-08T04:11:29Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,run,taskeng.exe,11493,benign,approved scheduled task
TASK-00248,2026-08-08T04:23:53Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,12207,benign,approved scheduled task
TASK-01378,2026-08-08T04:28:55Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,5813,benign,approved scheduled task
TASK-01265,2026-08-08T04:38:34Z,APP-API-02,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,10916,benign,approved scheduled task
TASK-00966,2026-08-08T04:42:08Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,run,taskeng.exe,10926,benign,approved scheduled task
TASK-01457,2026-08-08T04:47:03Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,12449,benign,approved scheduled task
TASK-00523,2026-08-08T04:48:37Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,11020,benign,approved scheduled task
TASK-00842,2026-08-08T04:49:35Z,DEPLOY-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,13481,benign,approved scheduled task
TASK-00214,2026-08-08T04:59:57Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,run,taskeng.exe,3032,benign,approved scheduled task
TASK-00679,2026-08-08T05:00:16Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,registered,taskeng.exe,12636,benign,approved scheduled task
TASK-01190,2026-08-08T05:00:40Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,11475,benign,approved scheduled task
TASK-00488,2026-08-08T05:10:11Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,13728,benign,approved scheduled task
TASK-00232,2026-08-08T05:10:24Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,4991,benign,approved scheduled task
TASK-00467,2026-08-08T05:18:47Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,14172,benign,approved scheduled task
TASK-00421,2026-08-08T05:31:47Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,1485,benign,approved scheduled task
TASK-01055,2026-08-08T05:39:27Z,APP-API-02,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,12242,benign,approved scheduled task
TASK-00305,2026-08-08T05:39:49Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,run,taskeng.exe,8053,benign,approved scheduled task
TASK-01333,2026-08-08T05:48:59Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,12442,benign,approved scheduled task
TASK-00238,2026-08-08T05:57:02Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,4310,benign,approved scheduled task
TASK-01167,2026-08-08T05:57:59Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,3883,benign,approved scheduled task
TASK-00396,2026-08-08T05:59:10Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,11692,benign,approved scheduled task
TASK-00602,2026-08-08T05:59:36Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,9625,benign,approved scheduled task
TASK-00052,2026-08-08T06:07:02Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,2655,benign,approved scheduled task
TASK-00340,2026-08-08T06:08:29Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,run,taskeng.exe,7618,benign,approved scheduled task
TASK-00475,2026-08-08T06:22:26Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,2600,benign,approved scheduled task
TASK-00889,2026-08-08T06:27:07Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,1272,benign,approved scheduled task
TASK-00384,2026-08-08T06:30:40Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,1551,benign,approved scheduled task
TASK-00078,2026-08-08T06:36:24Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,2617,benign,approved scheduled task
TASK-01335,2026-08-08T06:36:55Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,run,taskeng.exe,1044,benign,approved scheduled task
TASK-01387,2026-08-08T06:41:13Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,14190,benign,approved scheduled task
TASK-00024,2026-08-08T06:47:01Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,8114,benign,approved scheduled task
TASK-01073,2026-08-08T06:54:12Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,run,taskeng.exe,2318,benign,approved scheduled task
TASK-01433,2026-08-08T06:58:04Z,APP-API-02,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,run,taskeng.exe,10406,benign,approved scheduled task
TASK-01415,2026-08-08T07:04:23Z,APP-API-02,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,4773,benign,approved scheduled task
TASK-00043,2026-08-08T07:13:34Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,7426,benign,approved scheduled task
TASK-00428,2026-08-08T07:24:56Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,1172,benign,approved scheduled task
TASK-01004,2026-08-08T07:34:15Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,11487,benign,approved scheduled task
TASK-00949,2026-08-08T07:34:50Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,12187,benign,approved scheduled task
TASK-01470,2026-08-08T07:48:39Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,10843,benign,approved scheduled task
TASK-00355,2026-08-08T07:49:34Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,5363,benign,approved scheduled task
TASK-01467,2026-08-08T08:25:09Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,2137,benign,approved scheduled task
TASK-00471,2026-08-08T08:39:51Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,14028,benign,approved scheduled task
TASK-00247,2026-08-08T08:47:06Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,1987,benign,approved scheduled task
TASK-00499,2026-08-08T08:54:35Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,2414,benign,approved scheduled task
TASK-00599,2026-08-08T08:55:37Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,2784,benign,approved scheduled task
TASK-00562,2026-08-08T09:02:55Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,7356,benign,approved scheduled task
TASK-01381,2026-08-08T09:03:19Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,1034,benign,approved scheduled task
TASK-01243,2026-08-08T09:03:47Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,3858,benign,approved scheduled task
TASK-01105,2026-08-08T09:11:50Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,5261,benign,approved scheduled task
TASK-00079,2026-08-08T09:16:45Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,3177,benign,approved scheduled task
TASK-01200,2026-08-08T09:25:39Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,14964,benign,approved scheduled task
TASK-01138,2026-08-08T09:28:20Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,8156,benign,approved scheduled task
TASK-00663,2026-08-08T09:39:35Z,APP-API-02,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,12821,benign,approved scheduled task
TASK-00695,2026-08-08T09:42:21Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,9007,benign,approved scheduled task
TASK-00995,2026-08-08T09:45:38Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,run,taskeng.exe,13414,benign,approved scheduled task
TASK-00942,2026-08-08T09:53:51Z,DEPLOY-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,9694,benign,approved scheduled task
TASK-00360,2026-08-08T09:57:34Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,5216,benign,approved scheduled task
TASK-01353,2026-08-08T10:04:48Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,2417,benign,approved scheduled task
TASK-01179,2026-08-08T10:15:05Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,6545,benign,approved scheduled task
TASK-00304,2026-08-08T10:33:15Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,11531,benign,approved scheduled task
TASK-01131,2026-08-08T10:50:37Z,FILE-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,12166,benign,approved scheduled task
TASK-01050,2026-08-08T10:56:50Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,8240,benign,approved scheduled task
TASK-00414,2026-08-08T10:56:56Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,registered,taskeng.exe,5461,benign,approved scheduled task
TASK-00184,2026-08-08T11:07:21Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,12571,benign,approved scheduled task
TASK-00901,2026-08-08T11:11:41Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,run,taskeng.exe,2553,benign,approved scheduled task
TASK-00049,2026-08-08T11:16:27Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,12417,benign,approved scheduled task
TASK-01268,2026-08-08T11:29:46Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,12103,benign,approved scheduled task
TASK-00432,2026-08-08T11:36:55Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,6032,benign,approved scheduled task
TASK-00838,2026-08-08T11:44:08Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,registered,taskeng.exe,7757,benign,approved scheduled task
TASK-00634,2026-08-08T11:45:15Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,9538,benign,approved scheduled task
TASK-00371,2026-08-08T11:52:49Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,13041,benign,approved scheduled task
TASK-00096,2026-08-08T11:57:08Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,3837,benign,approved scheduled task
TASK-00392,2026-08-08T12:02:18Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,10237,benign,approved scheduled task
TASK-00393,2026-08-08T12:06:01Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,10689,benign,approved scheduled task
TASK-00171,2026-08-08T12:06:53Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,5369,benign,approved scheduled task
TASK-01220,2026-08-08T12:18:35Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,run,taskeng.exe,8044,benign,approved scheduled task
TASK-00550,2026-08-08T12:19:59Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,7509,benign,approved scheduled task
TASK-00063,2026-08-08T12:24:02Z,DEPLOY-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,8149,benign,approved scheduled task
TASK-00451,2026-08-08T12:25:04Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,5461,benign,approved scheduled task
TASK-00740,2026-08-08T12:27:16Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,3629,benign,approved scheduled task
TASK-00240,2026-08-08T12:40:02Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,run,taskeng.exe,11133,benign,approved scheduled task
TASK-00955,2026-08-08T12:41:29Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,4587,benign,approved scheduled task
TASK-00514,2026-08-08T12:44:43Z,APP-API-02,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,3162,benign,approved scheduled task
TASK-01016,2026-08-08T12:53:31Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,8271,benign,approved scheduled task
TASK-01228,2026-08-08T12:58:07Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,run,taskeng.exe,11381,benign,approved scheduled task
TASK-00221,2026-08-08T13:04:26Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,13480,benign,approved scheduled task
TASK-00456,2026-08-08T13:08:20Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,10597,benign,approved scheduled task
TASK-00678,2026-08-08T13:15:33Z,APP-API-02,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,6210,benign,approved scheduled task
TASK-00300,2026-08-08T13:27:08Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,9923,benign,approved scheduled task
TASK-00117,2026-08-08T13:28:34Z,ADMIN-WS-07,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,14662,benign,approved scheduled task
TASK-00522,2026-08-08T13:49:43Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,11060,benign,approved scheduled task
TASK-01035,2026-08-08T13:51:04Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,9339,benign,approved scheduled task
TASK-01013,2026-08-08T13:51:51Z,APP-API-02,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,7623,benign,approved scheduled task
TASK-00450,2026-08-08T13:54:09Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,7014,benign,approved scheduled task
TASK-00060,2026-08-08T14:18:37Z,DEPLOY-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,12105,benign,approved scheduled task
TASK-00457,2026-08-08T14:20:43Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,11286,benign,approved scheduled task
TASK-01133,2026-08-08T14:25:01Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,2616,benign,approved scheduled task
TASK-00921,2026-08-08T14:36:02Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,run,taskeng.exe,1616,benign,approved scheduled task
TASK-00233,2026-08-08T14:47:19Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,WebLogRotation,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,14530,benign,approved scheduled task
TASK-00779,2026-08-08T14:48:15Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,2463,benign,approved scheduled task
TASK-00344,2026-08-08T15:03:08Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,12969,benign,approved scheduled task
TASK-00686,2026-08-08T15:11:54Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,10978,benign,approved scheduled task
TASK-00697,2026-08-08T15:18:44Z,FILE-01,NT AUTHORITY\SYSTEM,UpdateCheck,updater.exe /check,daily,registered,taskeng.exe,6127,benign,approved scheduled task
TASK-01326,2026-08-08T15:38:05Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,run,taskeng.exe,4988,benign,approved scheduled task
TASK-01409,2026-08-08T15:44:14Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,7593,benign,approved scheduled task
TASK-00606,2026-08-08T15:48:46Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,1454,benign,approved scheduled task
TASK-00751,2026-08-08T15:55:57Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,backup-agent.exe --inventory,daily,registered,taskeng.exe,8774,benign,approved scheduled task
TASK-01189,2026-08-08T16:24:37Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,registered,taskeng.exe,1619,benign,approved scheduled task
TASK-01327,2026-08-08T16:25:06Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,7840,benign,approved scheduled task
TASK-00492,2026-08-08T16:38:57Z,APP-API-02,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,8780,benign,approved scheduled task
TASK-00469,2026-08-08T16:39:02Z,VULN-SCAN-01,NT AUTHORITY\SYSTEM,UpdateCheck,backup-agent.exe --inventory,daily,registered,taskeng.exe,5292,benign,approved scheduled task
TASK-00611,2026-08-08T16:53:19Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,registered,taskeng.exe,2336,benign,approved scheduled task
TASK-00209,2026-08-08T17:14:57Z,WEB-EDGE-01,NT AUTHORITY\SYSTEM,UpdateCheck,powershell.exe -File C:\Ops\Rotate-Logs.ps1,daily,run,taskeng.exe,7262,benign,approved scheduled task
TASK-01090,2026-08-08T17:20:27Z,DEPLOY-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,registered,taskeng.exe,9551,benign,approved scheduled task
TASK-01312,2026-08-08T17:26:59Z,ADMIN-WS-11,NT AUTHORITY\SYSTEM,WebLogRotation,updater.exe /check,daily,run,taskeng.exe,4365,benign,approved scheduled task
TASK-00204,2026-08-08T17:27:48Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,backup-agent.exe --inventory,daily,run,taskeng.exe,14466,benign,approved scheduled task
TASK-00950,2026-08-08T17:41:09Z,FILE-01,NT AUTHORITY\SYSTEM,BackupInventory,updater.exe /check,daily,run,taskeng.exe,7076,benign,approved scheduled task
