detection_id,_time,severity,title,host,user,process_name,reason,expected_decision,note
ATD-005-00743,2026-08-08T03:52:23Z,low,Rare Domain Review,ADMIN-WS-07,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00233,2026-08-08T03:54:33Z,low,PowerShell Review,FILE-01,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00858,2026-08-08T03:56:29Z,medium,Failed WinRM Review,ADMIN-WS-11,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01501,2026-08-08T03:58:42Z,medium,Failed WinRM Review,ADMIN-WS-07,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00978,2026-08-08T04:02:07Z,low,New Service Review,FILE-01,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00208,2026-08-08T04:03:16Z,low,Failed WinRM Review,FILE-01,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01323,2026-08-08T04:13:18Z,medium,Failed WinRM Review,APP-API-02,ACME\admin.jlee,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01290,2026-08-08T04:16:07Z,low,PowerShell Review,APP-API-02,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00842,2026-08-08T04:21:01Z,medium,PowerShell Review,VULN-SCAN-01,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00030,2026-08-08T04:21:10Z,low,New Service Review,ADMIN-WS-07,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01276,2026-08-08T04:31:12Z,medium,New Service Review,APP-API-02,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00739,2026-08-08T04:39:55Z,low,PowerShell Review,ADMIN-WS-11,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00362,2026-08-08T04:46:54Z,low,Failed WinRM Review,DEPLOY-01,ACME\svc_backup,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01205,2026-08-08T04:56:14Z,low,Failed WinRM Review,VULN-SCAN-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00226,2026-08-08T05:09:47Z,medium,PowerShell Review,APP-API-02,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00884,2026-08-08T05:12:19Z,medium,New Service Review,VULN-SCAN-01,ACME\svc_backup,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01020,2026-08-08T05:18:07Z,medium,PowerShell Review,APP-API-02,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00209,2026-08-08T05:19:45Z,medium,PowerShell Review,WEB-EDGE-01,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00037,2026-08-08T05:23:39Z,medium,New Service Review,ADMIN-WS-11,ACME\admin.jlee,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00221,2026-08-08T05:29:03Z,medium,PowerShell Review,WEB-EDGE-01,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01404,2026-08-08T05:29:17Z,medium,Rare Domain Review,ADMIN-WS-11,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00792,2026-08-08T05:41:35Z,low,Failed WinRM Review,VULN-SCAN-01,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00204,2026-08-08T05:42:08Z,medium,Failed WinRM Review,VULN-SCAN-01,ACME\admin.jlee,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01396,2026-08-08T05:44:01Z,low,Failed WinRM Review,FILE-01,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00477,2026-08-08T05:58:54Z,low,PowerShell Review,FILE-01,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01213,2026-08-08T06:19:11Z,medium,New Service Review,VULN-SCAN-01,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00192,2026-08-08T06:21:15Z,low,PowerShell Review,WEB-EDGE-01,ACME\admin.jlee,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00234,2026-08-08T06:24:18Z,medium,Rare Domain Review,VULN-SCAN-01,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00902,2026-08-08T06:33:46Z,low,New Service Review,ADMIN-WS-11,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01425,2026-08-08T06:43:33Z,low,Rare Domain Review,WEB-EDGE-01,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01146,2026-08-08T06:55:41Z,low,Failed WinRM Review,APP-API-02,ACME\svc_backup,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00679,2026-08-08T07:04:40Z,medium,New Service Review,DEPLOY-01,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00733,2026-08-08T07:06:38Z,low,Rare Domain Review,FILE-01,ACME\svc_backup,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00454,2026-08-08T07:11:40Z,medium,New Service Review,APP-API-02,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01347,2026-08-08T07:19:05Z,low,New Service Review,FILE-01,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00659,2026-08-08T07:36:57Z,medium,New Service Review,VULN-SCAN-01,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01000,2026-08-08T07:40:01Z,low,Failed WinRM Review,ADMIN-WS-11,ACME\admin.jlee,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01178,2026-08-08T07:48:39Z,low,Rare Domain Review,APP-API-02,ACME\admin.jlee,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00680,2026-08-08T07:58:50Z,medium,PowerShell Review,ADMIN-WS-11,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00120,2026-08-08T08:00:30Z,medium,New Service Review,ADMIN-WS-07,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00932,2026-08-08T08:12:08Z,low,PowerShell Review,VULN-SCAN-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01023,2026-08-08T08:15:26Z,medium,Failed WinRM Review,ADMIN-WS-07,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01487,2026-08-08T08:22:02Z,medium,PowerShell Review,ADMIN-WS-11,ACME\svc_backup,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01179,2026-08-08T08:25:14Z,medium,Rare Domain Review,VULN-SCAN-01,ACME\admin.jlee,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00785,2026-08-08T08:35:17Z,medium,Rare Domain Review,WEB-EDGE-01,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00468,2026-08-08T08:40:47Z,medium,Rare Domain Review,ADMIN-WS-07,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00555,2026-08-08T08:43:20Z,low,Rare Domain Review,FILE-01,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00748,2026-08-08T08:44:42Z,low,Rare Domain Review,ADMIN-WS-07,ACME\admin.jlee,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00451,2026-08-08T08:46:24Z,low,Rare Domain Review,ADMIN-WS-07,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00850,2026-08-08T08:48:10Z,medium,Failed WinRM Review,APP-API-02,ACME\svc_backup,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00381,2026-08-08T08:55:38Z,medium,New Service Review,VULN-SCAN-01,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00646,2026-08-08T08:57:28Z,low,Failed WinRM Review,DEPLOY-01,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00700,2026-08-08T08:58:48Z,medium,New Service Review,ADMIN-WS-11,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01233,2026-08-08T09:07:20Z,low,New Service Review,VULN-SCAN-01,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01046,2026-08-08T09:18:15Z,low,Failed WinRM Review,WEB-EDGE-01,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00625,2026-08-08T09:22:50Z,medium,Failed WinRM Review,FILE-01,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00857,2026-08-08T09:37:19Z,low,Rare Domain Review,DEPLOY-01,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01242,2026-08-08T09:47:45Z,medium,Rare Domain Review,APP-API-02,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01017,2026-08-08T09:56:27Z,low,PowerShell Review,VULN-SCAN-01,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00113,2026-08-08T10:00:21Z,low,PowerShell Review,ADMIN-WS-07,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00560,2026-08-08T10:03:45Z,medium,Rare Domain Review,ADMIN-WS-11,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00662,2026-08-08T10:07:31Z,medium,Rare Domain Review,VULN-SCAN-01,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00452,2026-08-08T10:08:03Z,low,Rare Domain Review,WEB-EDGE-01,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00548,2026-08-08T10:16:59Z,low,Rare Domain Review,WEB-EDGE-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00638,2026-08-08T10:17:45Z,low,New Service Review,ADMIN-WS-11,ACME\svc_backup,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00765,2026-08-08T10:19:50Z,low,Failed WinRM Review,FILE-01,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00050,2026-08-08T10:20:21Z,low,Failed WinRM Review,FILE-01,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00774,2026-08-08T10:20:38Z,medium,New Service Review,DEPLOY-01,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00331,2026-08-08T10:22:29Z,medium,PowerShell Review,VULN-SCAN-01,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00951,2026-08-08T10:24:35Z,medium,Failed WinRM Review,FILE-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00580,2026-08-08T10:25:00Z,low,PowerShell Review,WEB-EDGE-01,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00624,2026-08-08T10:25:32Z,medium,PowerShell Review,DEPLOY-01,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00584,2026-08-08T10:26:04Z,low,Failed WinRM Review,ADMIN-WS-11,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01230,2026-08-08T10:37:05Z,low,Rare Domain Review,VULN-SCAN-01,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01207,2026-08-08T11:00:42Z,medium,Rare Domain Review,VULN-SCAN-01,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00919,2026-08-08T11:01:27Z,medium,Rare Domain Review,VULN-SCAN-01,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00283,2026-08-08T11:04:26Z,low,New Service Review,ADMIN-WS-07,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01360,2026-08-08T11:07:53Z,low,PowerShell Review,FILE-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00230,2026-08-08T11:11:34Z,medium,New Service Review,FILE-01,ACME\svc_backup,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00325,2026-08-08T11:26:32Z,low,PowerShell Review,FILE-01,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00455,2026-08-08T11:30:04Z,medium,PowerShell Review,VULN-SCAN-01,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01218,2026-08-08T11:33:49Z,medium,New Service Review,FILE-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01121,2026-08-08T11:36:56Z,low,New Service Review,ADMIN-WS-11,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00034,2026-08-08T11:41:49Z,low,New Service Review,FILE-01,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00479,2026-08-08T11:44:04Z,low,PowerShell Review,ADMIN-WS-07,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01322,2026-08-08T11:51:22Z,low,New Service Review,APP-API-02,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00117,2026-08-08T11:57:49Z,medium,Rare Domain Review,APP-API-02,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01220,2026-08-08T12:18:54Z,medium,New Service Review,ADMIN-WS-07,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00022,2026-08-08T12:22:36Z,low,Rare Domain Review,FILE-01,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00845,2026-08-08T12:26:16Z,medium,Rare Domain Review,WEB-EDGE-01,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00910,2026-08-08T12:33:45Z,medium,Rare Domain Review,FILE-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00080,2026-08-08T12:34:49Z,low,Failed WinRM Review,WEB-EDGE-01,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00715,2026-08-08T12:34:57Z,low,New Service Review,WEB-EDGE-01,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01172,2026-08-08T12:38:40Z,low,New Service Review,ADMIN-WS-07,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00070,2026-08-08T12:40:04Z,low,PowerShell Review,FILE-01,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00247,2026-08-08T13:11:44Z,low,Rare Domain Review,VULN-SCAN-01,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01275,2026-08-08T13:13:58Z,low,Failed WinRM Review,DEPLOY-01,ACME\svc_backup,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00105,2026-08-08T13:17:28Z,low,New Service Review,ADMIN-WS-07,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01337,2026-08-08T13:22:20Z,medium,New Service Review,VULN-SCAN-01,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00407,2026-08-08T13:24:17Z,medium,Rare Domain Review,VULN-SCAN-01,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00176,2026-08-08T13:26:41Z,medium,PowerShell Review,VULN-SCAN-01,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00308,2026-08-08T13:27:15Z,medium,Failed WinRM Review,APP-API-02,ACME\svc_backup,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01201,2026-08-08T13:30:33Z,low,PowerShell Review,VULN-SCAN-01,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00062,2026-08-08T13:42:50Z,medium,Failed WinRM Review,FILE-01,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00042,2026-08-08T13:42:57Z,low,New Service Review,ADMIN-WS-11,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00718,2026-08-08T13:44:31Z,low,Rare Domain Review,DEPLOY-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00164,2026-08-08T13:54:19Z,low,PowerShell Review,FILE-01,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00434,2026-08-08T13:56:18Z,medium,PowerShell Review,ADMIN-WS-07,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00558,2026-08-08T13:59:14Z,medium,Rare Domain Review,VULN-SCAN-01,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00881,2026-08-08T14:29:44Z,low,New Service Review,FILE-01,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00634,2026-08-08T14:35:06Z,medium,Failed WinRM Review,ADMIN-WS-11,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00648,2026-08-08T14:38:56Z,low,New Service Review,FILE-01,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00512,2026-08-08T14:40:30Z,low,Rare Domain Review,DEPLOY-01,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00109,2026-08-08T14:46:20Z,medium,New Service Review,APP-API-02,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00848,2026-08-08T14:49:12Z,low,Rare Domain Review,DEPLOY-01,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00693,2026-08-08T14:50:50Z,low,Failed WinRM Review,WEB-EDGE-01,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00448,2026-08-08T14:51:58Z,low,Rare Domain Review,ADMIN-WS-07,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00491,2026-08-08T14:55:09Z,medium,PowerShell Review,DEPLOY-01,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00614,2026-08-08T14:56:49Z,medium,New Service Review,DEPLOY-01,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00191,2026-08-08T15:01:41Z,low,Rare Domain Review,VULN-SCAN-01,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01095,2026-08-08T15:20:26Z,low,Rare Domain Review,ADMIN-WS-11,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01037,2026-08-08T15:25:31Z,medium,Failed WinRM Review,APP-API-02,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01194,2026-08-08T15:34:33Z,medium,PowerShell Review,VULN-SCAN-01,ACME\svc_backup,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00805,2026-08-08T15:41:20Z,medium,PowerShell Review,VULN-SCAN-01,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00691,2026-08-08T16:06:00Z,low,PowerShell Review,WEB-EDGE-01,ACME\svc_backup,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00937,2026-08-08T16:14:30Z,low,New Service Review,VULN-SCAN-01,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00828,2026-08-08T16:29:29Z,medium,New Service Review,DEPLOY-01,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00427,2026-08-08T16:32:29Z,medium,Rare Domain Review,FILE-01,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00508,2026-08-08T16:33:48Z,medium,New Service Review,ADMIN-WS-07,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00973,2026-08-08T16:48:28Z,low,New Service Review,VULN-SCAN-01,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00096,2026-08-08T16:52:40Z,medium,PowerShell Review,APP-API-02,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00172,2026-08-08T17:01:33Z,low,Rare Domain Review,WEB-EDGE-01,ACME\svc_deploy,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01237,2026-08-08T17:02:11Z,low,Failed WinRM Review,ADMIN-WS-11,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00769,2026-08-08T17:20:25Z,low,Failed WinRM Review,ADMIN-WS-07,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01406,2026-08-08T17:27:37Z,low,Failed WinRM Review,WEB-EDGE-01,ACME\admin.jlee,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01168,2026-08-08T17:34:54Z,medium,PowerShell Review,DEPLOY-01,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00273,2026-08-08T17:36:43Z,medium,PowerShell Review,DEPLOY-01,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00565,2026-08-08T17:47:20Z,low,PowerShell Review,VULN-SCAN-01,ACME\svc_backup,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00497,2026-08-08T17:49:29Z,medium,PowerShell Review,ADMIN-WS-07,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01009,2026-08-08T17:50:14Z,low,New Service Review,WEB-EDGE-01,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00250,2026-08-08T17:59:59Z,medium,Rare Domain Review,DEPLOY-01,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00162,2026-08-08T18:03:29Z,medium,Failed WinRM Review,FILE-01,ACME\admin.jlee,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00357,2026-08-08T18:34:49Z,medium,New Service Review,VULN-SCAN-01,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00909,2026-08-08T18:39:36Z,medium,PowerShell Review,VULN-SCAN-01,ACME\svc_backup,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01035,2026-08-08T18:41:13Z,low,PowerShell Review,WEB-EDGE-01,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00853,2026-08-08T18:46:52Z,low,PowerShell Review,DEPLOY-01,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00866,2026-08-08T18:54:32Z,low,Failed WinRM Review,ADMIN-WS-11,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00926,2026-08-08T18:59:11Z,medium,New Service Review,DEPLOY-01,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00356,2026-08-08T19:01:56Z,low,Rare Domain Review,FILE-01,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00046,2026-08-08T19:23:23Z,low,Failed WinRM Review,VULN-SCAN-01,ACME\svc_backup,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00797,2026-08-08T19:31:47Z,low,New Service Review,DEPLOY-01,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01175,2026-08-08T19:36:05Z,low,PowerShell Review,APP-API-02,ACME\admin.jlee,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01437,2026-08-08T19:36:51Z,medium,New Service Review,APP-API-02,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00572,2026-08-08T19:39:38Z,medium,Failed WinRM Review,WEB-EDGE-01,NT AUTHORITY\SYSTEM,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01325,2026-08-08T19:40:25Z,low,PowerShell Review,FILE-01,ACME\svc_deploy,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00801,2026-08-08T19:52:04Z,medium,Rare Domain Review,ADMIN-WS-07,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00418,2026-08-08T20:01:20Z,medium,Failed WinRM Review,FILE-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00677,2026-08-08T20:02:50Z,low,Failed WinRM Review,FILE-01,ACME\svc_backup,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01499,2026-08-08T20:09:09Z,low,Rare Domain Review,ADMIN-WS-11,ACME\admin.rpatel,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00539,2026-08-08T20:28:31Z,low,Failed WinRM Review,FILE-01,ACME\admin.jlee,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00875,2026-08-08T20:28:34Z,low,PowerShell Review,DEPLOY-01,ACME\admin.rpatel,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01273,2026-08-08T20:30:19Z,low,Rare Domain Review,APP-API-02,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01164,2026-08-08T20:35:47Z,low,PowerShell Review,DEPLOY-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01447,2026-08-08T20:39:26Z,low,Failed WinRM Review,FILE-01,ACME\svc_deploy,sc.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01149,2026-08-08T20:42:15Z,medium,Failed WinRM Review,DEPLOY-01,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00205,2026-08-08T20:42:52Z,low,Rare Domain Review,FILE-01,ACME\svc_backup,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01498,2026-08-08T20:50:03Z,low,New Service Review,WEB-EDGE-01,NT AUTHORITY\SYSTEM,powershell.exe,Contextual review event,context,Not every detection should escalate
ATD-005-00419,2026-08-08T20:52:09Z,low,New Service Review,VULN-SCAN-01,NT AUTHORITY\SYSTEM,rundll32.exe,Contextual review event,context,Not every detection should escalate
ATD-005-01395,2026-08-08T21:05:31Z,medium,Failed WinRM Review,VULN-SCAN-01,ACME\admin.rpatel,powershell.exe,Contextual review event,context,Not every detection should escalate
