detection_id,_time,severity,title,host,user,expected_decision,note
ATD-006-00109,2026-08-13T09:10:24Z,low,PowerShell Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-01072,2026-08-13T09:12:58Z,medium,New File Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-00395,2026-08-13T09:17:27Z,medium,New File Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-00111,2026-08-13T09:29:42Z,low,PowerShell Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-00903,2026-08-13T09:30:26Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-01400,2026-08-13T09:47:36Z,low,PowerShell Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00164,2026-08-13T09:48:25Z,low,Failed Remote Auth Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-00438,2026-08-13T09:49:22Z,low,Failed Remote Auth Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01414,2026-08-13T09:55:49Z,low,Failed Remote Auth Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-00295,2026-08-13T10:00:26Z,low,PowerShell Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-01078,2026-08-13T10:03:21Z,medium,New File Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01173,2026-08-13T10:07:40Z,low,PowerShell Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-00499,2026-08-13T10:16:36Z,medium,Failed Remote Auth Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-00221,2026-08-13T10:18:07Z,medium,Failed Remote Auth Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-00265,2026-08-13T10:18:29Z,low,Failed Remote Auth Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00152,2026-08-13T10:22:48Z,medium,New File Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00465,2026-08-13T10:30:42Z,low,Failed Remote Auth Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-00233,2026-08-13T10:34:24Z,medium,New File Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00436,2026-08-13T10:36:50Z,medium,Failed Remote Auth Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-00246,2026-08-13T10:49:24Z,low,Failed Remote Auth Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-006-01185,2026-08-13T10:57:53Z,medium,PowerShell Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-01028,2026-08-13T10:58:52Z,low,New File Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-00679,2026-08-13T11:00:42Z,low,New File Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-01476,2026-08-13T11:01:38Z,low,New File Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-006-01116,2026-08-13T11:03:51Z,medium,PowerShell Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01495,2026-08-13T11:06:40Z,medium,Failed Remote Auth Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00522,2026-08-13T11:10:39Z,medium,Failed Remote Auth Review,DEPLOY-01,ACME\mrivera,context,background detection
ATD-006-00878,2026-08-13T11:11:13Z,low,Failed Remote Auth Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-00068,2026-08-13T11:13:59Z,low,New File Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-01016,2026-08-13T11:15:21Z,medium,PowerShell Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-006-00941,2026-08-13T11:19:08Z,low,PowerShell Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-00141,2026-08-13T11:29:52Z,medium,PowerShell Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-01241,2026-08-13T11:34:07Z,low,Failed Remote Auth Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-00746,2026-08-13T11:38:21Z,low,PowerShell Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-01412,2026-08-13T11:44:33Z,medium,Failed Remote Auth Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-00940,2026-08-13T12:11:14Z,low,New File Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-01274,2026-08-13T12:17:31Z,low,Failed Remote Auth Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00647,2026-08-13T12:25:54Z,low,Failed Remote Auth Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00801,2026-08-13T12:29:45Z,medium,PowerShell Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00096,2026-08-13T12:34:36Z,low,Failed Remote Auth Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-00456,2026-08-13T12:36:56Z,low,New File Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-006-00952,2026-08-13T12:37:37Z,low,New File Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-00881,2026-08-13T12:56:22Z,medium,Failed Remote Auth Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-00687,2026-08-13T12:57:58Z,medium,Failed Remote Auth Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-00134,2026-08-13T12:58:06Z,low,Failed Remote Auth Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-00236,2026-08-13T13:02:07Z,low,PowerShell Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-00832,2026-08-13T13:10:55Z,low,Failed Remote Auth Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-01247,2026-08-13T13:14:07Z,low,New File Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-00816,2026-08-13T13:14:27Z,low,PowerShell Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-01082,2026-08-13T13:16:04Z,low,PowerShell Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-00599,2026-08-13T13:34:33Z,low,New File Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00704,2026-08-13T13:42:51Z,low,New File Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-00795,2026-08-13T13:45:14Z,low,Failed Remote Auth Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00768,2026-08-13T13:45:18Z,medium,PowerShell Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01417,2026-08-13T13:52:45Z,medium,PowerShell Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-006-01269,2026-08-13T14:02:11Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-00700,2026-08-13T14:02:45Z,medium,PowerShell Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-01296,2026-08-13T14:07:24Z,medium,PowerShell Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-01407,2026-08-13T14:10:30Z,medium,New File Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00526,2026-08-13T14:17:24Z,low,Failed Remote Auth Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-00843,2026-08-13T14:18:39Z,low,PowerShell Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-01050,2026-08-13T14:24:55Z,low,New File Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-01276,2026-08-13T14:25:44Z,low,New File Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01327,2026-08-13T14:30:10Z,low,Failed Remote Auth Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-01210,2026-08-13T14:31:42Z,medium,New File Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-01021,2026-08-13T14:32:04Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-00988,2026-08-13T14:34:56Z,medium,New File Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-01253,2026-08-13T14:42:36Z,low,Failed Remote Auth Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-00318,2026-08-13T14:43:52Z,medium,New File Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-00391,2026-08-13T15:00:37Z,low,New File Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00574,2026-08-13T15:03:59Z,medium,PowerShell Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-00849,2026-08-13T15:04:08Z,medium,PowerShell Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00817,2026-08-13T15:09:33Z,medium,Failed Remote Auth Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-00625,2026-08-13T15:10:36Z,medium,Failed Remote Auth Review,APP-API-02,ACME\mrivera,context,background detection
ATD-006-00261,2026-08-13T15:10:43Z,low,Failed Remote Auth Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00166,2026-08-13T15:23:15Z,medium,PowerShell Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-00841,2026-08-13T15:26:13Z,low,New File Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-01216,2026-08-13T15:27:34Z,low,PowerShell Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01339,2026-08-13T15:30:12Z,low,New File Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00066,2026-08-13T15:50:31Z,low,Failed Remote Auth Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-006-01166,2026-08-13T16:03:02Z,medium,PowerShell Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00755,2026-08-13T16:05:36Z,low,Failed Remote Auth Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00398,2026-08-13T16:09:37Z,low,New File Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-00557,2026-08-13T16:14:50Z,medium,PowerShell Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-00772,2026-08-13T16:30:52Z,medium,Failed Remote Auth Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00039,2026-08-13T16:31:54Z,medium,Failed Remote Auth Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-00375,2026-08-13T16:38:51Z,low,New File Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-01220,2026-08-13T16:52:00Z,low,PowerShell Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-01328,2026-08-13T17:14:40Z,low,Failed Remote Auth Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-01478,2026-08-13T17:26:45Z,medium,New File Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-00337,2026-08-13T17:46:30Z,medium,New File Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00855,2026-08-13T17:55:24Z,medium,New File Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-00663,2026-08-13T18:00:17Z,low,New File Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-01404,2026-08-13T18:08:51Z,medium,PowerShell Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-00892,2026-08-13T18:21:53Z,medium,Failed Remote Auth Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00854,2026-08-13T18:30:19Z,low,Failed Remote Auth Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-01362,2026-08-13T18:32:24Z,medium,PowerShell Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-01140,2026-08-13T18:32:57Z,medium,Failed Remote Auth Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00699,2026-08-13T18:35:24Z,low,New File Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-00806,2026-08-13T18:38:48Z,low,Failed Remote Auth Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00227,2026-08-13T18:41:16Z,medium,PowerShell Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-01167,2026-08-13T18:45:48Z,low,New File Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-01207,2026-08-13T18:48:29Z,low,PowerShell Review,DEPLOY-01,ACME\mrivera,context,background detection
ATD-006-00636,2026-08-13T18:53:07Z,low,Failed Remote Auth Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-00824,2026-08-13T19:02:04Z,low,PowerShell Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-00364,2026-08-13T19:04:02Z,low,New File Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-006-00478,2026-08-13T19:08:03Z,low,Failed Remote Auth Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01345,2026-08-13T19:10:16Z,low,New File Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00228,2026-08-13T19:13:34Z,medium,Failed Remote Auth Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00553,2026-08-13T19:20:02Z,low,PowerShell Review,APP-API-02,ACME\jsmith,context,background detection
ATD-006-00379,2026-08-13T19:28:25Z,medium,PowerShell Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-00338,2026-08-13T19:30:06Z,low,PowerShell Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-01144,2026-08-13T19:33:53Z,low,Failed Remote Auth Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-00355,2026-08-13T19:46:47Z,medium,New File Review,APP-API-02,ACME\mrivera,context,background detection
ATD-006-00547,2026-08-13T19:51:37Z,medium,New File Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00034,2026-08-13T19:52:00Z,medium,Failed Remote Auth Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-006-00259,2026-08-13T19:55:56Z,medium,New File Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-01294,2026-08-13T19:56:00Z,medium,New File Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-00521,2026-08-13T20:06:11Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-00086,2026-08-13T20:07:51Z,medium,PowerShell Review,DEPLOY-01,ACME\jsmith,context,background detection
ATD-006-01379,2026-08-13T20:14:55Z,medium,New File Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00217,2026-08-13T20:16:34Z,low,PowerShell Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-00804,2026-08-13T20:18:41Z,medium,Failed Remote Auth Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-00333,2026-08-13T20:30:14Z,low,Failed Remote Auth Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00985,2026-08-13T20:33:54Z,low,Failed Remote Auth Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-01297,2026-08-13T20:38:32Z,medium,New File Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-01254,2026-08-13T20:50:08Z,medium,Failed Remote Auth Review,DEPLOY-01,ACME\mrivera,context,background detection
ATD-006-01106,2026-08-13T20:57:35Z,low,New File Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00017,2026-08-13T21:00:53Z,low,PowerShell Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00924,2026-08-13T21:05:53Z,low,Failed Remote Auth Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-00095,2026-08-13T21:14:39Z,low,New File Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-00800,2026-08-13T21:16:15Z,low,Failed Remote Auth Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00638,2026-08-13T21:19:51Z,low,New File Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-01314,2026-08-13T21:31:50Z,medium,PowerShell Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01194,2026-08-13T21:36:42Z,medium,New File Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-00510,2026-08-13T21:37:45Z,low,Failed Remote Auth Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-01211,2026-08-13T21:44:19Z,medium,New File Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00362,2026-08-13T22:03:49Z,low,PowerShell Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-00420,2026-08-13T22:23:56Z,low,Failed Remote Auth Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00244,2026-08-13T22:24:30Z,low,Failed Remote Auth Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-00635,2026-08-13T22:28:08Z,low,New File Review,DEPLOY-01,ACME\mrivera,context,background detection
ATD-006-00905,2026-08-13T22:28:56Z,medium,PowerShell Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-00306,2026-08-13T22:31:48Z,low,New File Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-00666,2026-08-13T22:31:48Z,low,Failed Remote Auth Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-01271,2026-08-13T22:32:57Z,low,New File Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00083,2026-08-13T22:40:20Z,medium,New File Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-00344,2026-08-13T22:53:55Z,medium,New File Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01392,2026-08-13T22:54:30Z,medium,Failed Remote Auth Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-01397,2026-08-13T22:58:20Z,low,New File Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00509,2026-08-13T23:01:48Z,medium,PowerShell Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-01325,2026-08-13T23:02:30Z,medium,PowerShell Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-006-00658,2026-08-13T23:24:58Z,low,PowerShell Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01122,2026-08-13T23:27:13Z,medium,PowerShell Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-00313,2026-08-13T23:38:20Z,medium,Failed Remote Auth Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-00998,2026-08-13T23:45:10Z,medium,New File Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-01435,2026-08-13T23:54:49Z,medium,PowerShell Review,FIN-WS-14,ACME\svc_backup,context,background detection
ATD-006-00796,2026-08-13T23:57:19Z,low,New File Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-00530,2026-08-13T23:58:03Z,low,Failed Remote Auth Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-006-00918,2026-08-14T00:04:14Z,medium,New File Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-01365,2026-08-14T00:05:38Z,medium,New File Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00316,2026-08-14T00:28:23Z,low,Failed Remote Auth Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-00791,2026-08-14T00:29:54Z,medium,Failed Remote Auth Review,APP-API-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01035,2026-08-14T00:43:03Z,medium,New File Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01357,2026-08-14T00:48:36Z,low,Failed Remote Auth Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00470,2026-08-14T00:51:11Z,medium,PowerShell Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00761,2026-08-14T01:06:32Z,low,New File Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-00927,2026-08-14T01:08:15Z,low,PowerShell Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00219,2026-08-14T01:14:28Z,low,Failed Remote Auth Review,APP-API-02,ACME\mrivera,context,background detection
ATD-006-01011,2026-08-14T01:17:04Z,medium,PowerShell Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00997,2026-08-14T01:20:20Z,low,Failed Remote Auth Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-00105,2026-08-14T01:31:09Z,medium,Failed Remote Auth Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-00594,2026-08-14T01:42:50Z,low,New File Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00581,2026-08-14T01:49:00Z,low,PowerShell Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-00174,2026-08-14T01:50:42Z,medium,Failed Remote Auth Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-01163,2026-08-14T01:56:42Z,low,PowerShell Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-01012,2026-08-14T02:02:03Z,low,New File Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-00674,2026-08-14T02:03:12Z,medium,New File Review,JUMP-01,ACME\svc_backup,context,background detection
ATD-006-00426,2026-08-14T02:09:09Z,medium,PowerShell Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-00555,2026-08-14T02:17:41Z,low,Failed Remote Auth Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-01338,2026-08-14T02:19:50Z,low,Failed Remote Auth Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-00957,2026-08-14T02:25:14Z,low,PowerShell Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00790,2026-08-14T02:32:32Z,medium,PowerShell Review,DEPLOY-01,ACME\mrivera,context,background detection
ATD-006-01214,2026-08-14T02:32:51Z,medium,PowerShell Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-00020,2026-08-14T03:01:29Z,low,New File Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-01218,2026-08-14T03:14:24Z,low,New File Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-01155,2026-08-14T03:20:02Z,medium,New File Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-006-00707,2026-08-14T03:40:14Z,medium,Failed Remote Auth Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-00886,2026-08-14T03:41:49Z,medium,PowerShell Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-01366,2026-08-14T03:42:30Z,low,New File Review,DEPLOY-01,ACME\mrivera,context,background detection
ATD-006-01229,2026-08-14T03:45:10Z,medium,Failed Remote Auth Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00540,2026-08-14T03:48:47Z,medium,New File Review,DEPLOY-01,ACME\svc_deploy,context,background detection
ATD-006-01161,2026-08-14T03:52:45Z,low,PowerShell Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-00676,2026-08-14T03:56:29Z,medium,PowerShell Review,APP-API-03,ACME\jsmith,context,background detection
ATD-006-00101,2026-08-14T03:57:18Z,low,New File Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-01062,2026-08-14T04:04:18Z,low,PowerShell Review,DEPLOY-01,ACME\mrivera,context,background detection
ATD-006-01040,2026-08-14T04:11:50Z,medium,New File Review,APP-API-03,ACME\mrivera,context,background detection
ATD-006-00488,2026-08-14T04:44:20Z,low,Failed Remote Auth Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-01263,2026-08-14T04:54:40Z,low,New File Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-01031,2026-08-14T05:01:28Z,low,New File Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-00675,2026-08-14T05:09:12Z,medium,New File Review,APP-API-03,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00990,2026-08-14T05:17:47Z,low,Failed Remote Auth Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-00718,2026-08-14T05:32:25Z,medium,Failed Remote Auth Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-01359,2026-08-14T05:37:51Z,low,PowerShell Review,JUMP-01,ACME\mrivera,context,background detection
ATD-006-00403,2026-08-14T05:38:15Z,medium,Failed Remote Auth Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-01487,2026-08-14T05:49:39Z,medium,PowerShell Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-00103,2026-08-14T05:56:50Z,low,Failed Remote Auth Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-00933,2026-08-14T06:02:58Z,medium,Failed Remote Auth Review,FILE-02,ACME\svc_backup,context,background detection
ATD-006-00120,2026-08-14T06:08:25Z,medium,New File Review,DEPLOY-01,ACME\mrivera,context,background detection
ATD-006-00035,2026-08-14T06:16:20Z,low,New File Review,DEPLOY-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00645,2026-08-14T06:28:30Z,low,New File Review,APP-API-02,ACME\mrivera,context,background detection
ATD-006-00148,2026-08-14T06:37:46Z,medium,Failed Remote Auth Review,JUMP-01,ACME\svc_deploy,context,background detection
ATD-006-01099,2026-08-14T06:39:24Z,low,New File Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-00840,2026-08-14T06:56:47Z,medium,PowerShell Review,APP-API-03,ACME\svc_deploy,context,background detection
ATD-006-01145,2026-08-14T07:04:31Z,medium,PowerShell Review,FILE-02,ACME\jsmith,context,background detection
ATD-006-01330,2026-08-14T07:08:44Z,medium,PowerShell Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-01162,2026-08-14T07:09:56Z,low,New File Review,FIN-WS-14,ACME\jsmith,context,background detection
ATD-006-00925,2026-08-14T07:11:59Z,medium,Failed Remote Auth Review,APP-API-02,ACME\svc_deploy,context,background detection
ATD-006-00368,2026-08-14T07:18:26Z,medium,PowerShell Review,FIN-WS-14,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00040,2026-08-14T07:24:13Z,low,Failed Remote Auth Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-00695,2026-08-14T07:31:18Z,medium,Failed Remote Auth Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-00869,2026-08-14T07:34:05Z,low,New File Review,APP-API-02,ACME\svc_backup,context,background detection
ATD-006-00877,2026-08-14T07:41:23Z,medium,New File Review,APP-API-03,ACME\svc_backup,context,background detection
ATD-006-01340,2026-08-14T07:56:53Z,low,Failed Remote Auth Review,FILE-02,ACME\mrivera,context,background detection
ATD-006-01341,2026-08-14T08:02:34Z,medium,New File Review,FIN-WS-14,ACME\mrivera,context,background detection
ATD-006-00414,2026-08-14T08:22:37Z,low,New File Review,JUMP-01,ACME\jsmith,context,background detection
ATD-006-00782,2026-08-14T08:30:27Z,medium,New File Review,DEPLOY-01,ACME\svc_backup,context,background detection
ATD-006-00697,2026-08-14T08:31:10Z,medium,New File Review,FILE-02,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00750,2026-08-14T08:40:02Z,low,PowerShell Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-00346,2026-08-14T08:44:51Z,medium,Failed Remote Auth Review,APP-API-02,ACME\mrivera,context,background detection
ATD-006-00269,2026-08-14T08:45:48Z,low,New File Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-01224,2026-08-14T08:49:35Z,medium,New File Review,FILE-02,ACME\svc_deploy,context,background detection
ATD-006-00938,2026-08-14T08:52:48Z,low,New File Review,JUMP-01,NT AUTHORITY\SYSTEM,context,background detection
ATD-006-00913,2026-08-14T08:53:20Z,medium,PowerShell Review,FIN-WS-14,ACME\svc_deploy,context,background detection
ATD-006-00596,2026-08-14T08:54:16Z,low,Failed Remote Auth Review,APP-API-02,ACME\jsmith,context,background detection
